clean_tweet,label
"በቀለ ገርባ ስለ ፒፒ ምን አገባው ? 
ለምን ኦፌኮን አቅፎ አይተኛም 
ይህ ሰው በአማርኛ እንዳይናገር መከልከል አለበት 
በቀለ አፉን በከፈተ ቁጥር የሚወጣውየዘረኝነት ግማት ብቻ  ነው
ሰለቸኝ ::",0
"አፉ ብለውሃል 😉
አንተ አትሳሳትም ብለን እኮ ነው 😃",1
"ሃሳብ ካለህ በሃሳብህ ሞግት፣ ካላቻልክ ደግሞ ጨዋነትህን ብታሳየን ይመረጣል፤
ስድብ የሰነፍ ሰው ትልቁ ንብረቱ ነው፤ ራስህን ከቻልክ አርም::",1
ጣት የሚያስቆረጥም ምግብ ሲሆን ጥርግርግ ነው።,1
ላንተ አይደለም,0
ሙስሊሙ በጃንሆይ ዘመን እንኳ የደረሰበትን መገለል «መገለል አይደለም» የሚል ማስተባበያ የሚሰጡ ሰዎች ጋር በጭቆና ምንነት ላይ መግባባት ራሱ ከባድ ነው። ሙስሊሙ ላይ አሁን ያሉት ችግሮች የበፊቱ ማኅበረ ፖለቲካ እንጽብራቂዎች ናቸው።,0
"የዜጎች ድህንነት ማስጠበቅ ያልቻለ መንግስት፤ ለካሜራ አትክልት ውሃ ያስጠጣል። 
የነዚ ሁሉ ንፁሃን ዜጎች ደም እጁ ላይ ነው።",0
አገሬን ወደ ብልፅግና ለመምራት የሚያደርጉትን መልካም ጥረት ሁሉ ፈጣሪ ይባርክ! ከጎንዎ ነኝ!,1
ማስታወስ ጥሩ ነው,1
አንተ ሀገርን ለማመስ የተፈጠርክ ላንተ የሚሻለህ ባርነት እንጂ ነፃነት አይደለም,0
እኔ አድናቂዎ አይደለሁም - የቅርብ ጓደኛዬ ነኝ,1
በጣም! ለመመረቂያ ፅሁፍ ይኼን ያህል መሄዱ . . በዛ ላይ የመግቢያ ግጥሞቹ ለጉድ ይገርማሉ!,1
ከብት ሁሌም ወደሗላ ነው የሚሄደው🤣🤣,0
ጎፍታ ኪያ እስኪ ለገና ከተጠመቀው ስዋ ላይ አንድ ሁለት ብርጭቆ ፉት በልበት። ያኔ ለምን እንደሚያገባኝ ይገለጥልሃል። አያና ጋሪ።,0
Hahaha ባለሙያ ማለት እንዳንቺ ጥግ ድረስ,1
"አንድ አላማ ነዉ ያለን ምትሉት ባልድራስና ኢዜማ መተባበር አቅቷችሁ የአንድነት ሀይሉ ድምፅ ተበታትኖ ኢህአዴግ አ.አ ላይ አንድ ወንበር ያግኝና ሁለትሽንም ምሬ አልምርሽም! ማርያምን😋
ወይ ተባበሩ! ወይ ተሰባበሩ!",0
እኔም ጥንታዊውዎቹን እወዳቸዋለው:: ግጥማቸው: ዜማና መሳሪያ አጨዋወታቸው ተሰምቶ አይጠገብም:: ለዛ አላቸው,1
": አብይ አህመድ አሊ ከህዝቡ ስለሚቀርብበት የሰላም እና የፀጥታ ችግር ጥያቄ መልስ ሲሰጥ ""እኔ ሚሊሻ አይደለሁም"" ነበር ያለው። ሀገር እንዲመራ ሃላፊነት ከተሰጠው ሰው እንዲህ አይነት 'የራሳችሁ…",0
ምነው አይደለም እንዴ?,0
ድሮም እኮ ዳቦ መጥፊያችን ነው፤ ድፎ ሲሆን አስቡት 🙆,0
የሪፍት ቫሊ ተማሪዎች ግን ... ሁሉ ነገር ቢቀር እንዴት እየወሰዱት ያለውን ኮርስ አያቁም ...... አድነን.. የእውቀት አምላክ አቦ ድፍት ያድርግልኝ,0
ግብር ማጭበርበር ቢሆን ያብዳሉ,0
"ባክሽ ፒፕሉ ሲያሽቋልጥ ነው ባለፈውሳምንት ፍትህ ለቀይ ቀለም እሲኪያስብል ቀይ ለብሶ ህዝቤ ሶሻል ሚዲያውን አጨናነቀው 
ደሞ አሁን ይሄ
ምነው ሸዋ",0
"የሚገርም ታሪክ ልቤን ነው የነካው አንብቡት ቢቢሲ ነው የዘገበው 
እስቲ ለዚ ወጣት ለሳለፈው ውጣ ውረድ ስራ እናፈላልግለት at least ሼር በማድረግ ተባበሩት",1
What a blessed day is today!እንቋዕ ናብዚ ደረጃ በጻሕካ፡ ህግደፍ ንዕላማታትን ራእን ህዝባዊ ግንባር ዝረስዐ መጻኢና ዘጸልመተ ውድብ ምዃኑ ክትርዳእ ምኽኣል ዓቢ ጸጋ እዩ፣ ቃልስናን ቃልስኻን ምእንቲ ሓድነትን ውሑስ መጻኢ ህዝብናን ሃገርናን ይኹን!,1
ቄሮን እሹሩሩ ይሄው ነው ውጤቱ:: ኦሮሚያ ፊቱን ወደ ልማት አዙሮ የዜጎችን ሠርቶ የመኖር እድልና ደህንነት በተጨባጭ  ካላሠፋ አይደለም  የመሬት ግብይት፣  የግሉን ዘርፍም ወደ ልማት ማሥገባት  አይችልም ። ዋቃ ይታረቀን,0
አሜንአሜንአሜን እንኳን አብሮ አደረሰን,1
አንድ እውነት እነግራቹሃለው ☞ ብልጥግና የሚባል የአብይ plc ከምርጫው ቀን በፊት ይፈርሳል። ሀቅ እዩ😜,0
እውሮፓዊ  ፍሽዝምን የቀጣ  ትውልድ  የልጅ  ልጆች  እስላማዊ  አክራሪዎች  ሊበታትኗት  ያሰቧትን  ኢትዮጵያን  በመደራጀት  በፅንፍም  ቢሆን  መታደግ  ግድ  ይላቸዋል!  አበቃሁ!,0
አብረን እንሠራለን ነዉ ያለዉ አሁን ራሡ ዩኒቨርስቲ ዉስጥ ያለዉ ግድያ መንግስት ከለላ ሠቶአቸዉ ነዉ እያረጉ ያሉት እስቲ ንገረኝ በኢትዬጲያ ታሪክ እንደዚህ ዘግናኝ ነገር ተፈፅሞል,0
"አስደናቂ መስህቦች!!!
አባያና ጫሞ ሀይቆች በመካከላቸው የእግዜር ድልድይ በደኝነት አስቀምጣው በደርና ደር የእግር ኳስ ተመልካች የሚመስሉት በተፈጥሮ የተቻሩት የመልካዓምድር አቀማመጥ ጋር ተደምሮ አርባ ምንጭ ከተማን እጅግ አግጧታል።",1
"'እንግዲህ ከሁሉ አስቀድሞ ልመናና ጸሎት፣ ምልጃና ምስጋና ለሰዎች ሁሉ፣ ለነገሥታትና ለባለ ሥልጣናት ሁሉ እንዲደረግ አሳስባለሁ፤ ይህም በእውነተኛ መንፈሳዊ ሕይወትና በቅድስና ሁሉ፣ በሰላምና በጸጥታ እንድንኖር ነው። '

1 ጢሞቴዎስ 2:1-2",0
😲😲 ወዮ ይቺ ደግሞ የባሰባት ነው,0
ኣረ አማራ ክልል ወደ ትግራይ ተጠቃለሉ,0
አረ ይሄ ነገር እንዴት ነው ነገሩ.. የምን እርኩስ መንፈስ ነው...,0
"የሀገሩን  ችግር የሚያውቅ እና መፍትሔ የሚያመጣ በትክክል የሀገሩ ሰው ነው። ይቺ ወጣት ለእንጀራ መጋገር የሚያስፈልገውን አብሲት በተለየና በቀለለ ዘዴ በማዘጋጀት ለእናቶቻችን ውለታ ውላለች ።  
ከሰይፉ በኢቢኤስ",1
": ጋሽ አበራ ሞላ ግን ምን አስቦ ነው

""ከሰኞ፣ ማክሰኞ፣ ከእሮብ፣ ከሀሙስ፣ 
ከአርብም፣ ከቅዳሜም ከሁሉም 
ቀናት እኛን ደስ የሚለን እሁድለት ለሊት"" 

ብሎ የዘፈነው?  እሁድ ለሊት ከጭንቀት…",0
እቺን ተያት ባክሽ የኢዜማ ቡችላ ናት ከኢዜማ ምን ትጠቢቂያለሽ ተራነታቸው የዚህን ያህል ነው ትንሽነታቸውን ነው የሚያንፀባርቁት በዛ ላይ ሲያስጠላባቸው🤮🤮🤮,0
"""እኔ የወይን ግንድ ነኝ እናንተም ቅርንጫፎች ናችሁ። ያለ እኔ ምንም ልታደርጉ አትችሉምና በእኔ የሚኖር እኔም በእርሱ፥ እርሱ ብዙ ፍሬ ያፈራል""",1
"""በዓሉን ምክንያት በማድረግ ታላቅ የማስታወቂያ ቅናሽ ማድረጋችንን እናስታውቃለን"" 🤣",1
ለምንድነው ግን እሱ ያላረገዘው? 🤔,0
Engineering የትምህርት ክፍል በሌለበት ታግቼ የነበርኩ የደምቢዶሎ ዩኒቨርስቲ የEngineering የአንደኛ አመት ተማሪ ነኝ ያልሽው ጎንደሬ እንዴት ነሽ ደህና ነሽ እንዴት ነሽ?,0
ይህን እውነት የተቀበለ ሁሉ ይድናል።,1
"እነኳን ለኢትዮጵያ ብርሐን
ለሐዲስ ሐዋርያ
ለቅዱስ አቡነ ተክለ ሃይማኖት አመታዊ በዓል አደረሰን
ይህች የምትመለከትዋት ድንጋይ ታህሳስ 24 ቀን 1197 ዓ/ም ህጻኑ ፍስሐ ጺዮን ሲወለዱ እናታቸው ቅድስት እግዚሐሪያ ቁጭ ብለው ያማጡበት ነው።",0
ሱሴ ብቻ አይደለም አረ ... እንደ አሽሽ ነው ያ ማለት ደሞ ድብን አድርጎ ይጦዛል ማለት ነው!! ይሄ ቅሌታም!! ስለዚ በአሽሽ ከሚጦዝ አንድ ከምንም እውቀት ነፃ ጌጃ ምን ይጠበቃ ... ቲኒሽ በተፈጥሮ መልካም ሰው ነው እንጂ,0
"በውጭአለም""የአለም ፍፃሜ በዚህ ሰሞን ነው""በሚል የተሰበከ አባት ልጆቹን ምሽቱንና ራሱን ገደለ፣Yes ለምን ይሳቀቅ።አክራሪ ምእምን ለመፍጠር ይህ ቀቢፀ ተስፋ ስብከት እኛ ጋ አልተተገበረም እንዳትሉኝ ኣ!!",0
"ኧረ ""መጣሁ: እንዴት ናችሁ"" ምናምን ይባላል። እንኳን ደኅና መጣሽ ሊያ ተናፋቂዋ",1
የነሱ የበላይ አካል ለብርና ስልጣን ፉክቻ ወረድ ያደርጉና ደሞ ለድሀው ህዝብ ማፋለሚያ ጨዋታ እሳት ልኮሳ ነዋ!,0
ኣቦይ ስብሃት እውነት ሲናገሩ ጆሮ  ዳባ ያላችሁ  ኣሁንስ የኣቶ ትራሞ ድምፅ ማጉያ ሃቅ ኣይደለም ልትሉ ይሆን?ዝቃጮች።,0
ማሻአላህ ስታምሩ  አብይ  አላህ ይጠብቅክ  የኝአ ጀግና,1
": ሕዝብ እንደፈለገው የምትመራው እንጂ እንደፈለግከው የምትመራው አይደለም:: እሱንም ከመረጠህ:: 

ሕዝብ በግ አይደለም በሕጻናት አስተሳሰብና በ’ሰርፕራይዝ' የሚመራው:: 

ሳትመረጡ ስልጣን ተፈናጣ…",1
የብልጽግና ፓርቲ ስኬት አብዮታዊ ዴሞክራሲን በመገርሰሱ ሳይሆን ፌደራሊዝምን በአግባቡ ለመተግበር በሚኖረው ተነሳሽነት ላይ ይሆናል። አጋር ክልሎችን አባል ማድረጉ ጥሩ ጅማሮ ነው።,0
"🇪🇹አዎ ከትላንት በላይ ዛሬ ላይ በአንተና በሀገራችን ትልቅ ተስፋ ሰንቀናልና ከጎንህ እንሰለፋለን። 

❤🇪🇹ጥሌ-ወመቂ",1
አማርኛ ግን ስለምን እንዲህ ለስድብ ብቻ ጥቅም ላይ ዋለች? መች ይሆን ሞራል የምትላበሰው?,0
"መንግስት የሌለበት ኣገር
 ታዲያ ምን ይደረግ",0
በPDF ማግኘት ቢቻል ቆንጆ ነው,1
"""ግንኮ እኛ ሐበሾች ብዙዎቻችን እናስመስላለን እንጂ ሴት አናከብርም; የምናከብረው ቆንጆ ሴትን ነው::""",0
"ኦቦ ቡልቻ እውነተኛ የእርቅ እና የሰላም አምባሳደር።
እግዚአብሔር እድሜ ይስጥልን Sir.",1
"የሀሳበ ግልፅነትን ፣ የልብን ንፁህነትን 
ሀገር ሰላም ትሁን  ፣ እድሜውንም ይስጠን
አንተም ደህና ሁን ፣ አብረን እናያለን
ፕርስትሮይካን ፣ ግላስኖስቱን ።",1
ቃሚ ብቻ መሰለህ እንዴ ሚከየፈው? እንዳንተ በእኔ አውቃለሁ እኔ ብቻ; ናላው የናወዘ በርጫ አይደለም ውሃም አያስፈልገው ለመቀወስ!! የየርትራ ነገር ቢገርምህ ገና መጀመሩ ነው 😉 interesting how you’ve learned 0 from history ምፅ!,0
እነዚ ደንቆሮዎች ሰው በላ የኤርትራን ህዝብ ይቅርታ  ያላሉ ከሀዲ,0
በመጨረሻ በዚህ ሰዓት መደሰት እችላለሁ,1
በመጨረሻ ጊዜው ነው ፡፡ ወንድሞቻችን ቀሰቀሱ። እኛ እንደ ወረርሽኝ በምድር ላይ እንወርዳለን። አምላክ ቁጣችንን መገንዘብ አይችልም,0
ማን ብዬ ልጥራህ አንተ ጉማሬ ፊት,0
"ሀረግ በወረሰው ይወጣል ቱባ ልጅ በቅባት የራሰው።

ገዳይ እኮ ነች",1
በጣም ያምራል ጎበዝ,1
ኣረ ውሸታም,0
"እግዚአብሔር እረኛዬ ነው፥ የሚያሳጣኝም የለም።

2 በለመለመ መስክ ያሳድረኛል፤ በዕረፍት ውኃ ዘንድ ይመራኛል።

3 ነፍሴን መለሳት፥ ስለ ስሙም በጽድቅ መንገድ መራኝ።

4 በሞት ጥላ መካከል እንኳ ብሄድ አንተ ከእኔ ጋር ነህና ክፉን አልፈራም፤",1
ውሻ የሆነ ሰው ምሳሌዎቹ ሁሉ ውሻ ነው 🤣🤣🤣🤣,0
ዥልጥ 🤣🤣 ገሪባ በመጀመሪያ ንግግር ቻል አፍህን ከመክፈትህ በፊት,0
በአውስትራሊያ ባለፈው መስከረም የተቀሰቀሰው ሰደድ እሳት አሁንም በቁጥጥር ስር አልዋለም፡፡ እሳቱን ለመቆጣጠር እና ጉዳቱን ለመካስ ድጋፍ ማሰባሰብ ተጀምሯል,1
"☝🏾አንድ መሠረታዊ ጥያቄ!
እስካርፉ ስንት ብር አውጥቶ ይሆን?",0
በዓሉ የጥላቻ፣የመፈናቀል፣ የስደት፣ የውድመት፣ የክህደትና የሞት መናፍስት የእሳት ላንቃቸው የሚከስምበት: የሰላም፣ የፍቅር፣ አብሮ የመስራት፣ አብሮ የመማር፣የመኖርና የመልማት ጌቶች የሚነግሱበት ያድርግልን!,1
ምን አገባህ! ! የትግራይ TV ለትግራይ ህዝብ በሚጠቅም መንገድ ነው መስራት ያለበት።ኣጨብጫቢ አይደለም,0
እንዴት አንድ ጋዜጠኛ እንዴት እንዲህ ተራ ሰው ሆኖ ወደታች ይወርዳል ?? እንኳንም ገንዘቤን ለአንተ አላወጣሁ እግዚአብሔር ነው የጠበቀኝ ! ማንም እንደሚሳሳተው አንተም ልትሳሳት ትችላለህ እንዲህ ተራ ትሆናለህ ብዬ ፈፅሞ አላሰብኩም,0
ታምራት ነገራ ኤርትራን አስመልክቶ የተናገረዉ ስህተት ነዉ፡፡ ታምራት የግሉን አስተሳሰብ ነዉ ያንፀባረቀዉ ይሁን እንጂ  ተደማጭነት ያለዉ ግለሰብ በመሆኑ ጥንቃቄ ማድረግ ነበረበት,0
Happy new year 🎊 dear 2020 ሁለት ሺ አስራ ሁለት ሰላምታ ያቀርብልሃል ብለሽ ንገሪልኝ::,1
"እንዴት እባክህ?
ጉቦ፣ ሙስና፣ ስልጣንና ብር ያሰከረው ባለስልጣን ግራ ከቀኙ ሲደባለቅበት እኛም የሚጠቅመንን ከሚጎዳን መለየት ያቅተን?",0
: የስምምነቱ ዝርዝር ህዝብ አውቆና የኢትዮጵያን ዘላቂ ጥቅም እንደማይጎዳ እስካልተረጋገጠ ድረስ ምንም አይነት ስምምነት ከመፈረም እንዲታቀቡ። በጫና ውስጥ ሆኖ የሚደረግ ስምምነት ተቀባይነት አይኖረውም ።,0
"ፀባዬ እንዲህም ነው እንዲያም ነው ብዬ ወለም ዘለም ሳልል ትልክ እንደሆነ ላክ! አለዚያ ማደርገውን እማቅ እኔ ነኝ። መሬማን አልምርህም። 

ለማንኛውም በርሶ መጀን ጆን!!!",0
": የፈረንጆቹ 2020 የራሳችንን ችግር የምናወራበት አፍ ብቻ ሳይሆን የሌሎችንም ችግር የምንሰማበትት ጆሮ እንዲሰጠን ምን ምኞቴ ነው 😉

መልካም አዲስ አመት ✌",1
መሪዬ አንተ ዝም ብለህ ሥራ ጌታ ካንተ ጋር ነው አንተን የሚጠብቅ አይተኛም አያንቀላፋም እንወድሃለን,1
": እባካችሁ ይህን የባንዲራ ጣዖት ከቤተክርስቲያን አውጡ። ይህ ጣዖት የቤተክርስቲያንን አንድነት የሚከፋፍል ነው። እባካችሁ ይህን የመለያየት ጣዖት ታቦተ ጽዮን ካለችበት ከመንበሩ አውጡ!

ጎዶል…",0
ኢትዮጵያዬ ያበራችበት ቀን! ደጋጓቹ ጸጋ ዘአብ እና እግዚኃርያ  የወንጌል ገበሬ ፣ ጻድቅ ፣ንጹሕ ፣የጠራ ፣የተፈተነ ተጋድሎው ያማረ ፍሬ ለዓለም ያበረከቱበት ልዩ ቀን።,1
የምረጡኝ ዘመቻ የተጀመረ ይመስላል። ከዛሬ ጀምሮ ቻናል ቀይሬ ላጧጥፍ!,0
"እግዚአብሔር በትዕግሥት ይባርከን ! ትዕግስት ከማጣት ብዙ ጉዳት በራስም በሌሎችም ላይ ማድረስ አለ:: ትዕግስት ከማጣት ስፍራን መልቀቅ: ጸጋን መጣል: ከበረከት መጉደል አለ:: እግዚአብሔር በትዕግሥት ይባርከን !
eyobbkassa",1
እሺ እንተጋለን። የተባረክ መሪ ነህ። መልካም ስራህን ቀጥልበት። ኢትዮጵያ ወደ ብልፅግና።,1
አማራዎች ለምን ለኤርትሪያኖች እንደሚሰግዱ ግራ ይገባኛል,0
ምንም ወሬ ያውራ ስራ አይስራና ወጣቱም ስሌት ሳይሆን በስሜት በስሌት የሚነዳ ሰው ነው። ሀሳብ የሌለው ሁሌም የሚያለቃቅስ ግለሰብ ነው።,0
በዚህ ወቅት ዩኒቨርሲቲ ከመግባት በሊቢያ በኩል መሰደድ ይመረጣል! 😰😠,0
ለፕ/ር  መራራ ጉዲና ከፍተኛ ክብርና  አድናቆት አለኝ ። እኒህ በኢትዮጵያ አጭር ታሪክ ብዙ ውጣ ውረድን ያሳለፍ  የተማሩና ያስተማሩ ውድ የኢትዮጵያ ቅርስ ናቸው ። ሆኖም አሁን እይሰሩት ያለው ስህተት ሀገሪቱን ወደ መራራ ዘመን እንዳይመራት ያሰጋኛል,1
": ከያዕቆብ ድንኳኖች ይልቅ፥ እግዚአብሔር የጽዮንን ደጆች ይወደዳቸዋል ።
የእግዚአብሔር ከተማ ሆይ ፥ በአንቺ የተከበር ነገር ይባላል። 🙏 ጽዮን ማርያም  ለሃገራችን ኢትዮጵያ ፍጹም ሰላም ፍቅር ታብዛልን…",1
ታኬ ለታብሌት ስል የጎልማሳ ትምህርት ልጀምር ነው።,1
የጠቅላይ ሚኒስትር ዐቢይ አሕመድ የእንኳን አደረሳችሁ መልክት,1
"የሌባ ዓይነ ደረቅ መልሶ ልብ ያደርቅ! 

መጀመሪያ ዙሪያዎን ብቻ ሳይሆን ውስጦትን ይመርምሩ። ው.ስ.ጦ.ት.ን!",0
እኮ እኔው... ኧረ ምን ቆርጦኝ ...ግን ለመቀየም በቂ ምክንያት አለኝ ብለህ ታምናለህ?,1
ለሀገራችን ቴክኖሎጂ እድገት ምክንያት የእርስዎ የማያቋርጥ ድጋፍና ቅንነት ሁሌም ያስገርመኛል!,1
ከወንድምህ ጋር ለመኖር ከጎረቤትህ ጋር ለመቀጠል ሐገር ሰላም እንድትኖር አንደበትህ በወንድምህ ላይ አይከፈት ንግግርህ ለወንድምህ እንደ ተረጎመው ነው!!!,1
ባህልን መሰረት ያደረጉ መገለጫዎች አሉት። መገለጫዎቹም መደበኛና ኢ-መደበኛ በሆኑ ስርዓታት ስር ሰደውና ጎልተው ሊይታዩ ይችላሉ። የጎንዮሽ ኢ-እኩልነት አብላጫውን የፖለቲካ ንቅናቄ ሂደትን በሚቆጣጠር ጊዜ በተዋረድ ኢ-እኩልነት የፖለቲካና (3),0
"ሁሴን ወንድሜ, ተባረክ! እንሱኮ  ደጉን የሙስሊም ህዝብ መጠቀምያ ሊያደርጉት ነው በብዙ መንገድ ሞክረው ሳይሳካላቸው በሀይማኖት መጡ እሱም አይሳካለቸውም ባለማወቅ የሚከተልዋቸው ቢኖሩም አገራችን ብዙ እንዳንተ አይንት አስተዋይና ሀቀኛ ልጆች አሏት!",1
እግዚአብሔር ይመስገን! ገና ምኑ ተነካና።😂😂🙈🙈,1
ክቡር አምባሳደሩ ሀገራችን ባለፉት ጥቂት ዓመታት የገጠሟት ተግዳሮቶች በጠቅላይ ሚኒስተር ዶ/ር አብይ አህመድ አመራር መቀረፍ መጀመራቸውን ገልጸው በቀጣይ የምንመራበት የመደመር ፍኖተ-ካርታ በጠቅላይ ሚኒስተሩ መዘጋጀቱን አንስተዋል።,1
በብሔራዊ ፈተና የተሰራው ስህተት አሁንም በአንድ ብሔር ተደግሟል። አዴፓ በከተማ የአማራን ጥቅም ለማስጠበቅ 18 ከፍተኛ ወጣት አመራሮችን ከክልሉ አስመጥቶ ሚዛናዊነት የጎደለው መጠነ ሰፊ ተግባራትን በመስተዳደሩ ክፍለከተሞች በቅንጅት እየሰራ,0
: ዝምተኛ ልቦች ምን ይሆን ቋንቋቸው?,1
መጀመሪያ ኤርትራ ሉዓላዊ ሃገር መሆኗን ማመንና መቀበል አለብን:: ከዛ በተረፈ ከሌላው አገራት ጋር እንዳለን ግንኙነት በሰላማዊ መንገድ መኗኗር እንችላለን:: ከዛ በተረፈ ግን ጦርነት ላይ በሁለቱም አገራት ብዙ የተጎዳ ህዝብ ቢኖርም እሱ አልፏል አሁን,1
"ጨቋኝ ስራት በለበት ዜግነት የሚያስቀሩ ሁኔታዎሽ አሉ።መሰደድ አንድ ነው።ያንኑ ዜግነት ሲሳደቡ መኖር ሌላ ነው።በምርጫው ሲወዳደሩ ህግ አክብሮ ነው። ""ሊገሉኝ ነው ኡ ኡ"" ብሎ አቧራ ማስነሳት ምንግዜም ወንጀል ነው !ችግሩ የዜግነት ሳይሆን ሽብር ነው!",0
ኤርትራውያን ነበርቲ ካናዳ፡ መሰል ሃይማኖት ክኽበር ዝጽውዕ ሰላማዊ ሰልፊ ኣካይዶም,1
: በኦሮሞ ወግ/ባሕል/ቐንቓ ተወልደው/ኣድገው ኦሮሞ ከሆኑት ይልቅ በከፊሉ/ሙሉ ለሙሉ ከኦሮሞ ማህረሰብ ውጪ ተወልደው/ኣድገውና ኖረው/አየኖሩ ዛሬ ከጊዜ በኃላ የኦሮሞታጋዮች ሳይሆኑ ኣጋዳላዮች የሆኑ…,0
አውነትሕን ነው? ተው ባክሕ ! እሱ ገና አሳማዎች ተነስተው ሰማይ ላይ መብር ሲጀምሩ ነው። እሺ ጊንጦ !,0
"ከብፓ አለመስራቱ አይደለም: አሁንም: ህውሓት ከስራውን ከትግራይ ክልል ወጥቶ በሀገር ደረጃ መወዳደር አለበት.....
Anyhoo let’s postpone this till after ገና 😊 እንኳዕ አብፀሓካ ርሑስ በዓል 😁",1
ለምን ሰላም እና ፍቅርን አታመጣም አንተ ዘዋሪ,0
በጣም ረጅም ነኝ፣ቀጭን ነኝ፣የደረቴ አጥንት ያምራል፣ቆዳዬ በጣም ንፁህ ነው፣አይኔ በጣም ያምራል፣ስለዚህ 70% ድረስ የዓለምን ፋሽን ኢንዱስትሪ ባንኳኳ ሊያስከፍትልኝ የሚችል ነገር አለኝ።ወደፊት ሙያዊ ትችቶች ያቀርቡብኛል ብዬ እገምታለሁ Betty LTV,1
"የኢትዮጵያ ፖለቲካ በደመነብስ በሚሄዱ ፖለቲከኞች ተሞልቷል 
አማራ ባለቤቱን ከቤቱ አስቀምጦ ፣ ከአማራ የተወለዱ ቆንጅየ ልጆቹን በእቅፉ ይዞ  መድረክ ላይ ነፍጠኛ አማራን እንታገላለን ይላል አፉን ሞልቶ ። 
ይህን brainwashed ይሉታል ምዕራባውያን።",0
:   አይደንቅም? እኚህ እንቁ አባት፣ ያኔ ድሮ ገና ይሄን ሁሉ ቦታ ብቻቸውን አይተው ሃሳብ ነድፈው ጽፈው አስቀምጠውልናል። ከዚህ ቀረጻ በኋላ ራሱ ብዙ ጽፈዋል፤ ነድፈዋ…,1
"ከሰዎች የተሻልክ ለመሆን ብዙ አትጨነቅ ነገር ግን ከትናንት ማንነትህ የተሻልክ ሰው ለመሆን ብዙ ጣር 

መልካም ቀን",1
""" ጽኑ፥ አይዞአችሁ፥ አትፍሩ፥ ከፊታቸውም አትደንግጡ፤ አምላክህ እግዚአብሔር እርሱ ከአንተ ጋር ይሄዳል፤ አይጥልህም፥ አይተውህም።""
(ኦሪት ዘዳግም 31:6)",1
በፅሁፍ የተለቀቀው የመጅሊሱ መግለጫ ብቻ ነው ኡስታዝ በድሩ ሁሴን ያነበበው የሞጣ ጥቃት አጣሪ ቡድኑ ሪፖርትም በፅሁፍ ቢወጣ ጥሩ ነው :: ወሳኝ ሪፖርት ነው,1
ህግን በአግባቡ ማስከበር ካልተቻለ ይህ ከንቱ ምኞት ይሆናል።,0
ውይይት ሳይሆን ተግባር ነው ምንፈልገው ጠቅላያችን,1
“ከመደመር ዕሴት አንደኛዉ ብልጽግና ነው። ብልጽግና የዜጎች ሥጋዊ፣ የስምና የነጻነት ፍላጎቶች በቀጣይነት ማሟላት እንዲችሉ አቅማቸውን ማሳደግ ነው።,1
"እንክዋን አደረሰን
ጥር 1ቀን የሰማዕቱ  ቅዱስ እስጢፋኖስ
በዓለ እረፍት ነው
ዛሬም የግፍ አእባን ለሚወርድባቸው  ቀዳሜ ሰማዕት ይማልድልን አሜን",1
በሀገራችን ከየትኛውም አደጋ በላይ የትራፊክ አደጋ የሚያደርሰው የህይወት እና የሀብት ጥፋት የበዛና ለማሰብ እንኳን የሚዘገንን ነው። ወረርሽኝ እና ሽብር ለመቆጣጠር ከሚሰጠው ትኩረት የበለጠ የተደራጀ የደህንነት ማስጠበቅ ስርዓት ይሻል።,1
"የሉቃስ ወንጌል-Luke :2
 እነሆ፥ ለሕዝቡ ሁሉ የሚሆን ታላቅ ደስታ የምሥራች እነግራችኋለሁና አትፍሩ፤ 11 ዛሬ በዳዊት ከተማ መድኃኒት እርሱም ክርስቶስ ጌታ የሆነ ተወልዶላችኋልና።",1
ድል ፡ ለብጽግና ፡ ፓርቲ ።,1
ወንድም በአሁን ሰአት 45 ከፍተኝ ትምህርት ቤት አሉን ከዚህ ውስጥ 7ቱ ላይ ነው ችግር ያለው። እነዚህም የመቀበል አቅማችው ውስን እና አዳዲስ ቢሆኑም ችግር መፈጠር አልነበረበትም እኝም ቢሆን በምንም መልኩ ችግር እንዲኖር መፍቀድም የለብንም። 1/1,1
ልንታጠን ልንታፈን ነው እንግዲህ,0
የሰው ውለታ ከአላማ በጣሙን ያዘገያል እንዲያውም አዳክሞ ይገላል በተለይ በተለይ እንደ ጠሚዶ አብቹ ከልጅነቱ ጀምሮ ለአገሩ ራይስ ላለው መሪ። በርታ መሪያችን እግዚአብሔር ከጎንህ ይቁም።የእኔ የምትላቸው discourage ቢያደርጉህም አትዘን እኛን እየን,0
"ለትምክሕት አይደለም ይህን መናገሬ፤
ለማስቀናት እንጂ ሰነፈን ገበሬ፤
ሐዋርያም ሴጥፍ ወዳርድእቱ መንጋ፤
ቅኑ አስቀኑ ይላላ ለምትበልጥ  ጸጋ። 

አለቃ ኪዳነወልድ ክፍሌ",1
አሜን አሜን አሜን እግዚአብሔር ይመስገን አሜን አሜን አሜን,1
አቤት ውሸት,0
አንቺን ማግኘት እፈልጋለሁ በናትሽ አግኝኝ,1
አብያችን ኢትዮጵያን ከገባችበት ቅርቃር እያወጣ ያለ ድንቅ መሪ ነውና በርታ ልንለው ይገባል በጣም!ብልጽግና የግለሰቦች ና ቡደን መብት ሚከበርበት አማካኙን ያካተተ ፓርቲ ነውና ለሁሉም ይበጃል,1
"እንኳን ለገና በአል በሰላም አደረሳችሁ 

collab systems",1
