cleaned_tweets,sentiment
,positive
darkmineral አይ የዘመኑ ልጅ,neutral
,neutral
rt zionbez እስካሁን በአፍሪካ ሀገሮች የተላከ የሳተላይት ብዛት ግብፅ ደቡብ አፍሪካ ናይጄሪያ አልጄሪያ ሞሮኮ በትብብር የተላኩ ኢትዮጵያ …,neutral
ደርሰዋል በደንብ ሩዝ አለምን እንዲያጠፋ ከእኔ ጋር አብረው ወደሚሰሩበት ወደ ሲኦል የመጨረሻ በሮች በደህና መጡ እዚህ ጊዜዎን ይደሰቱ,neutral
ሰቆቃ በአርማጭሆ ይህ ፎቶ የታገተ ገበሬ በአሰቃቂ ሁኔታ እየገረፉት ለቤተሰቦቹ የተላከ ፎቶ,negative
,neutral
,neutral
የኢትዮጵያ የኤርትራን ግንኙነት የማጠናከር ጥረት,neutral
በጣም ልብ የሚሰብርና የሚያሳዝን እግዚአብሄር ነፍሳቸው ይማር ለቤተሰቦቸውና ለወዳጆቻቸው መፅናናትንና ጥንካሬን ይስጣቸው,negative
,positive
getachewss ሰሞኑን ፊትሽ የጠራው ለዚሁ አጅሬው,neutral
natnael ስም ከመቃብር በላይ ይውላል ይሉሀል ይህ,positive
seifgebre kkkkበህልም የሚሆን ነገር አለ ብለህ ግን ታሳፍራለህ ጦርነት ውስጥ ገብተህ የማታውቅ በሰው ህይወት መቀለድ ወንድ ሆነህ ምጣ ታገኛታለህ,neutral
አዲሱ የባዳር ከንቲባ ዶር መሀሪ ከኖርዝ ቴክሳስ ዩኒቨርሲቲ በትምህርት ዘርፍ phd አግኝተዋል እንዷንድ የከተማዋ ነዋሪ በቀጣይ ቀናት ጊዜ የሚሰሩትን ገምግሜ አስተያየት እሰጣለሁ good luck our brother dr mehary,neutral
ajitpaifcc መልካም አዲስ አመት እንዲሆንለወት እመኛለሁ,positive
,negative
,negative
ይህን የእስክንድርን እንቅስቃሴ በተደጋጋሚ የሚያደናቅፈውን የበላይ አካል ማንነት ማወቅ ከእስክንድር በላይ ለዶክተር አብይ መንግስት ፖርቲ አስፈላጊ ይመስለኛል,positive
aboma eskindernega ፅንፈኛ ፋኖ የሚባል የለም 🤷‍♀️እዛው ወደዚያ ጉዳቹሁ እየወጣ ምድረ ሰው በላ አውሬዎች መስጊድ አቃጥላቹ አማራውን ለማባላት ለዛሬ አልተሳካም ጥፉ ከዚህ መርዝ,positive
ህዉሀት ዲያብሎስ ነዉከዲያብሎስ ጋር የሚተባበርም ዲያብሎስ ብቻ ነዉ,negative
abebaw ይህን የነገረህ ሰው ሁሉም ሰው የሚኖረው እርሱ እንደሚያልመው ስለሚመስለው ቤተክርስቲያን ማርያምም ጊዮርጊስም እየደረስክ ሳትመጣ አትቀርም ብዬ እገምታለሁ በሀሰት አትመስክር የሚለውን አብላላው,positive
gfasil ስትወሰልት እዛው በዛው የእጅህን ስታገኘው መልካም,neutral
truthg ጦርነት የሚያውጅን አንድን ቡድን ጠረፍ ከፍተህ እድከመሳሪያው አስገብተህ መሪዎቹን አዲስ ቁጭ አድርገህ እየቀለብክ መቋጫ የሌለው ድርድርና ስምምነት እያካሄድክ ህግ ለማያውቀው የገዳ አመራር የታጠቀ ሀይል የበላይ ጠባቂነትን ስልጣን,neutral
አሪፍ የፍቅር ሙዚቃ ጋብዘኝ ስትለኝ የካሳ ተሰማን ፋኖ ፋኖ ጋበዝኳት እንዴት ይሄዳል አ 🤓🤔,neutral
ruhamambelay ሲሳይ ቢሆን የአለም ሀብታም እሆን አይኔን ቅል አሳክላኝ ለሳምንት ትት ቤት አልሄድኩም,neutral
gekkssaa ቦርኮጥንብ ብቻ,negative
rt eliasmeseret የኢትዮጵያ ኢኮኖሚ በያዝነው አመት የ እድገት ያስመዘግባል የኢትዮጵያ ብሄራዊ ባንክ እድገቱ ይሆናል የአለም ባንክ,neutral
abrahadesta አጋር ድርጅት ሆነች ማለት እዋይ እዋይ,mixed
takeleuma ህግ አሰከባሪ አካላት መጀመራያ ለስራቸው ታማኝ ለህዝቡ ቅን አገልጋይ ቢሆኑ ሁሉም ነገር የሚቀል ይመሰለኛል ለሀሳብ ክብር አለኝ,neutral
‹‹መንደር በሚል ጎሬ ውስጥ ተወሽቆ መገኘት በመንፈስ የመኮስመን ጥግ ከኢትዮጵያዊነት ከፍታ ፈፅሞ አንወርድም አንፈጠፈጥም››አንዱአለም አራጌ,positive
ይኸ ሰውዬ ግን የሰራውን የመደመር ካልኩሌተር የት አድርጎት ኦፌኮ የገባው ያመጣውን ለውጥስ ትቶት 🤔 እንቁራሪት ሆነህ እንደዝሆን act ስታደርግ ትከርምና ያው እንቁራሪት መሆንህ ትዝ ሲልህ ተቃዋሚ ፓርቲ ለዚያውም ኦፌኮ ትገባለህ 🤣,neutral
ህወሀት ቅዳሜ እሁድ ትሰበሰባለች አሉ ስብሰባውን ተከትሎ ሚስኪን አሀዳውያን ሲያለቃቅሱ ሲነጫነጩ ዊክ ኢንዳቸውን መና አስቀረችባቸው ማለትም አይደል ምፅ,neutral
befeqe ነፃ የጋዜጠኞች ማህበር ተመሰረተ የሚባለው በስራው ሲያስመሰክር,neutral
,positive
,mixed
tebejem እጅግ በጣም ክፉ የሆነ ደዌ,negative
ethiopian ያልተዘመረለት ታዬ የነበረውን ሀቅ ዘረገፈው ደገመውው via youtube,mixed
heyab nafkotaschenaki በጣም ሲኖር እኮ ምን ያህል እንደተኖረ ይዘነጋል,negative
,neutral
,mixed
አበሉሽ ወይ አጠጡሽ ወይ እንኳን ሊያበሉኝ እንኳን ሊያጠጡኝ አስረው ገረፉኝ ማነው ገራፊው ጠጅ አሰላፍው እስቲ ና በሉት ኮበለለ አሉ ሚስቱን ጥሩልኝ ወለደች አሉ ምን ወለደች የጦጣ ግልገል እሷን ይዞ ገደል ለገደል ገደል ለገደል ገደል ለገደል,neutral
wurye tweetofmicky ያዉ በሚኩኩ ቦታ ሆኜ ስጦታዎች ስቀበል ስለነበር ነዉ ይቅርታ,neutral
tesfamaryam አሜን አሜን አሜን ሰላምዬ የኔ ልዩ,positive
ሰበር ዜና ኦፌኮ ኦነግ ኦብፓ ጥምረት መሰረቱ በሀይማኖት አሸናፊ በኦሮሚያ ክልል የሚንቀሳቀሱት የኦሮሞ ፌደራሊስት ኮንግረስ የኦሮሞ ነፃ አውጪ ግንባር የኦሮሞ ብሄራዊ ፓርቲ ታህሳስ በጥምረት ለመስራት ስምምነት ላይ ደረሱ,neutral
abiyahmedali ጥሩ እየሰፋህ በርታልን,positive
madyyonas of course ግርማዊነታቸው እንዴት ውሸታቸውን ያምናሉ ያ ሁሉ ተከታይ አየር ላይ ይንሳፈፍ እንዴ,negative
ምንም አይነት የፖለቲካ ትንታኔ ይሰጠው ቢባል ጨርሶ ሚዛን የማይደፋ ludicrous የሆነ ጥምረት ግን ፀረኢትዮጲያውነታቸው ብቻ ያዋሀዳቸው bunch of fanatics መሆናቸው ይመሰከርበታል የሚያሳዝነው የፕሮፌሰሩ መቀላቀል ብቻ,neutral
antesho ይህን ያጣነው ጠያቂ እንዴት ዋላችሁ አደራችሁ አመሻችሁ እግዚአብሄር ይባርክህ እግዚአብሄር የተመሰገነ ይሁን ደህና ነኝ የሌላውን ግን አላውቅም ሌላውም ቢሆን አነሰም በዛ ደህና እንደሚሆን ተስፋ አደርጋለሁ,positive
,neutral
zemenuya የኢትዮጵያ የቁርጥ ቀን ምን ይሳነዋል ፈጣሪ እድሜና ጤናውን አብዝቶ ይስጥልን,positive
dilnaoda ethiopianews እባክህ ወንድም አታስቀይስ የሚበጀንን ጠንቅቀን ብናስተውልና ብናውቅስ ያልኩት,positive
,negative
tweetofmicky wurye ስንቴ ልደትህ ቅርብ ጊዜ ሀፒ በርዝደይ ተባብለን ምንድነው ነገሩ ወይስ በቫር ተደገመ🤨🤣🤣🤣,neutral
ብሄራዊ ሎተሪ ለስፖርት አወራራጅ ድርጅቶች ለጊዜው ፍቃድ መስጠት ማቆሙን ገለፀ የስፖርት አዋራራጅ ድርጅቶች ደግሞ ህጋዊ ፍቃድ አውጥተን እየሰራን ስማችንን ከሚያጠፋ ተግባራቸው ይቆጠቡ ብለው ጥሪያቸውን አቅርበዋል via ethio fm,neutral
bbc news አማርኛ ባለ አስር አውታሩ በገና እንዴት ይሰራል,neutral
rt takeleuma ዛሬ ረፋዱ ላይ በአፋር ባለሀብቶች በቅርቡ የሚጀመረውን ዘመናዊ መንደር ግንባታ ቦታ ዝግጅት ምልከታ አድርገናል ይህ መንደር ግዙፍ በከተማ ደረጃ ከታቀዱት የመንደር ግንባታ ውስጥ ሶስተ…,neutral
rt mamosifan አብዛኞቹ ጓደኞቼ መኪና ያዙ ስራ ያልነበራቸው ስራ ያዙ⚖ የተወሰኑት ትዳር ያዙ አኔም የሆነ ነገር መያዝ አለብኝ አልኩና …,neutral
kiyachala የጋለ ነገር ደግሞ ይህ ምን አምጡ የሚላችሁ ጎፈንድ ሚ,mixed
,neutral
zeastegoma eskindernega ማጭበርበሩ እንጂ የሚያስጠላው በግልፅ ለአማራ ቢሰራ ምን ችግር አለው,negative
,neutral
gebissao asemahagnaseres ስለመኪና አደጋ ሲነሳ ስለመኪና አደጋ ማውራት ስለመስኪድ ሲነሳ ስለመስኪድ መናገር ስለትምህርት ከሆነ ስለትምህርት መናገር ስለቤተክርስቲያን ከሆነ ስለቤተክርስቲያን መናገር ከተጠቀሰው ከአጀንዳ ውጮ ስንቀላቅል የሚያነብ ሰው ይታዘበናል,neutral
ማን መሆን አያስፈልገንም ልዟይተ ዎስራእ ዶፓቭል ኤም ኢ ሲ አይ ልናሆይ ዜጊ ምጅረ ምጣበ ትፊበ ያዚከ ናእ,neutral
የጠጅሽን ማማር ብርሌሽ ነገረኝ ከጠላሽ አልደርስም ምንም ቢቸግረኝ አማረኛ ቀላል ምትሉ ሰም ወርቁ ዱቅ እየጠጣች ግን,neutral
እግዚአብሄር በትእግስት ይባርከን ትእግስት ከማጣት ብዙ ጉዳት በራስም በሌሎችም ላይ ማድረስ አለ ትእግስት ከማጣት ስፍራን መልቀቅ ፀጋን መጣል ከበረከት መጉደል አለ እግዚአብሄር በትእግስት ይባርከን eyobbkassa,positive
በስህተት ወደ አካውንታቸው የገባውን አንድ ሚልዮን ብር በቅንነት የመለሱት ግለሰብ አቶ ደሳለኝ ብስራት ቅንነት እውነትን ለራስ መንገር ሲሆን ታማኝነት ደግሞ ሀቁን ለሌሎች መንገር ስፔንሰር ጆንሰን via lion international bank sc,positive
ethiopiaday millymesfin abiyahmedali 🤡🤣 ምነው ጭራችሁን ስትቆሉ የነበራችሁት አልነበራችሁ እንዴ ለማያውቅሽ ሄደሽ ታጠኚ,negative
eliasmeseret መጀመሪያ እራስህን ፈትሽ የምትሰራው ለአንድ ወገን ብቻ እንዴ ሞጣ ላይ የተቃጠሉትን መስጅዶች የሙስሊም ወንድሞቻችን ቤት ንብረት እያቃጠሉ ስለሚጨፍሩት እነሱን ተቃውሞ ስለወጣው የሰላማዊ ሰልፍ ማአበል እሲቲ ምን ዘገብክ,neutral
tesfanews ጥሬ ስጋ በልቶ ማግሳቲና ልኡላዊት ሀገርን በመዉረር የራስን ያልሆነ መሬት መያዝ ሁለት የተለያዩ ነገሮች ነገሩ በተቃራንትክክል ሊሆን የሚቻል ይመስለኛል የኤርትራ ህዝብና መንግስት ይህንአሁን የሚትመኘዉን ለማድርግ ቢያስቡ ክዉን ለማድርግ ይቃላል,neutral
hanamariyam heyab gfasil አንቺ እብድ,neutral
የገና በአል አከባበር ልዩ ዝግጅት,neutral
,positive
,neutral
,neutral
ethiopia አዲስ አበባ ኮተቤን ጠቅላለች ካራቆሬን ጠቅላለች አዲስ አበባ ነገ ከነገ ወዲያ ቡራዮን የማትጠቀልልበት ምክንያት የላትም የአዲስ አበባ ባለአደራ ምክትል ሰብሳቢው ኤርሚያስ ለገሰ እግዚዮ ከማለት ውጪ ምን ይባላል,neutral
መሰረት ከያዘ በኋላ ግን ብሄርና ሀይማኖት መለየት ይጀምራልየአካባቢውን ማህበረሰብ ባገለለ መልኩ እድርማህበር ይመሰርታልየፈጠራ ወሬ ማስወራት ይጀምራልከዚያ እራሱ ባመጠመደው ወጥመድ መግባት ሲጀምር ተገፋን መምረጥና መመረጥ አልቻልንም,neutral
በተፈጥሮዬ ዝምተኛ ነኝ እንጂ የፓርላማ አባል እሆን ziad ad,neutral
fairytale የኔ ነገር የማውቀው ይሻለኝ ለማንኛዉም ሰርጉ ላይ የማታውቂው ሰው ካየሽ ነኝ,neutral
ሙስናው ተቆጥሮ የሚያልቅ አይደለም የተወሰኑትን ሰምታችኋል ለአገር ደህንነት ሲባል ዝም ያልናቸው መአት ነገሮች አሉ አቶ አወሉ አብዲ የብልፅግና ፓርቲ የህዝብና አለማቀፍ ግንኙነት ዘርፍ አስተባባሪኢፕድ ታህሳስ ethiopia,mixed
ታህሳስ የኢትዮጵያ ኢንዱስትሪ ፓርኮች የውጪ ምንዛሪዋን እያሳደጉ ተባለ,neutral
እመንእንጂአትፍራ የእግዚአብሄር ስራ ግሩም ድንቅ ጥንታዊ ገዳም ማርያም ጠሞዞ ደቡብ ትግራይ አላጀ ቦራ ቸለና ✝️,positive
shugairy ምእራብ ኦሮሚያ ውስጥ በሚንቀሳቀሱ ሸማቂዎችላይ መንግስት እርምጃ እየወሰደ መሆኑን የኦሮምያ ክልል ብልፅግና ፓርቲ ህዝብ ግንኙነት ሀላፊ አቶ ታዬ ደንዷ ለአሜሪካ ድምፅ ሬድዮ ጣቢያvoa ገልፀዋል “ከሸማቂዎቹ ጋር የሚደረግ ድርድር የለም” ብለዋል,neutral
አስቸጋሪውን የበአል ሰሞን ተደራራቢ የሊግ ተውጥቷልስለመሸነፉ ማሰብ በከበደበት በዚህ ሰአትበቀጣይ ሊቨርፑልን ነጥብ ሊያስጥል የሚችለው ማነው ቀጣይ የሊግ ጨዋታዎቹ ቶተንሀምሊቨርፑል ሊቨርፑልማንቸስተር ዩናይትድ ዎልቭስሊቨርፑል,negative
,neutral
የአምራች አድራሻቸው የማይታወቅና ተጭበርብረው የተመረቱ የምግብ አይነቶች ገበያ ላይ መኖራቸው ተገለፀ,neutral
lhcdijmjhsryjz አመሰግናለሁ❗️ እብድ ነህ,mixed
ኦዴፓ ድምፁን ጠቅልሎ ይዞ ብልፅግናን መስርቷል ብልፅግና አገር እስካስተዳደረ ድረስ ሌሎች ተከታይ minority ስለሚሆኑ የአገራችን ፓለቲካ በኦሮሚያ ይዘወራል ማለት አጃኢብ,neutral
ወልቂጤ ከተማ ቅዱስ ጊዮርጊስ ሀዋሳ ከተማ ድሬዳዋ ከተማ ሰበታ ከተማ ወልዋሎ አዲግራት ዩ,neutral
ጃዋር አሜሪካዊነቱን ሳይቀይር በምን ህግ ይሄን መታወቂያ ‘ኢትዮጵያዊ’ ሆኖ እንዲያገኝ ተደረገ ይህ የህግ ጥሰት በአገር ውስጥ ፖለቲካ የውጭ ዜግነት ያለው መምረጥም መመረጥም አይችልም nebethiopia soligm maaragaw zehabesha eliasmeseret atnafb,negative
abiyahmedali ገሪዎችም ለጥፋታቸው ካሳ ይክፈሉ ይሏቸዋል ቦረናዎቹ አልተስማሙም የገሪ የቦረና የሚባል መሬት የለም laftiin ta waaqa ኤላውንና ውሀውን እንዴት በጋራ እነደምንጠቀም አስማሙን እንጂ ብለዋቸው እርፍ ምን ለማለት,positive
ኢሳ isa የሰራዊት ጌታ እግዚአብሄር— ህዝቤ ግብፅ የእጄም ስራ አሶር ርስቴም እስራኤል የተባረከ ይሁን ብሎ ይባርካቸዋልና በዚያ ቀን እስራኤል ለግብፅና ለአሶር ሶስተኛ ይሆናል በምድርም መካከል በረከት ይሆናል,positive
በእነብሴ ሳር ምድር ወረዳ ጤና ፅቤት የአለም የኤች አይቪ ኤዲስ ቀን በአለም ደረጃ ለኛ ጊዜ በአገር ደረጃ ለኛ ጊዜ አየተከበረ,neutral
abiyahmedali ከኢዜማም ጋር ተዋሀዱ አንድነት ሀይል በፖሊሲ መፋጨት የስልጣኔ ምልክት ዘረኞች ዘራቸው ብን ይበል,positive
altayeethiopia ምንጨነቀን የፈለጉትን ቢሾሙ ቢሽሩ ሀቁ አማራ አዴፓ ቢል ብልፅግና ቢል አግዜማ ቢል አይመርጥም ሙታንን ሙታንን ነዉ የሚሻመዉ ሙታን ደሞ መቀበር ነዉ ያለበት ምክንያቱሞ ከተቀመጠ በሽታ ያመጣል በምርጫ እናሳያቸዋለን,negative
መንግስት ዩኒቨርሲቲዎችን ዘግቶ ወታደር ማስመረቅ ላይ በርትቷል ኦሮሚያ አሚባል አገር የዩኒቨርስቲ ተማሪ ወደቤቱ እየተሸኘ በየወሩ የወታደር ምረቃ ቀጥሏል የትኛውን ጠላት ለማደን ይሆን,negative
mickyethiopia እስካሁን ገርሞኛል ያ መሪያቸው ውጪ ስለሆነ ግራ ተጋብተው ይሆናል,neutral
ፋራ ኬክ አይብላ ከበላም ይነቀው✊,neutral
ብቻ አደለህም ዜናው መቀሌ ከውስኪ ጋር በረዶ ና ውሀ በጎን ከተወሰደ በሗላ ዋይ ዋይ ዋይ ይባላላ የቀረው ድራማ ይህ,negative
በፅሁፍ የተለቀቀው የመጅሊሱ መግለጫ ብቻ ኡስታዝ በድሩ ሁሴን ያነበበው የሞጣ ጥቃት አጣሪ ቡድኑ ሪፖርትም በፅሁፍ ቢወጣ ጥሩ ወሳኝ ሪፖርት,positive
የፌስቡክ ገፄን የጠለፉት ወሮበሎች ከ ወራት በኋላ ዛሬ የእንኳን አደረሳችሁ መልእክት አስተላልፈውበታል የአማራ አይቲ ባለሙያዎች ይህን አካውንት እንዳገኘው እንዲዘጋ በማድረግ እገዛችሁን እፈልጋለሁ በዚህ አጋጣሚ መልካም የልደት በአል,neutral
,neutral
eliasmeseret የእምነት ቦታዎች አይባልም ወዳጄ የሙሰሊም መሰጅዶችን ብቻ አንድደው ሲጨፍሩበት የነበረው የእምነት ቦታ ብለህ የሁሉም አታሰመሰለው እውነት ለምን ይተናነቃችኋል ግን,negative
,positive
fitih የአማራ አክቲቪስቶችን ተከታትለሀል እርግጠኛ ነኝ እንደዛ አይነት ሰው ከሆንክ ፀብህ ከነሱ ጋር,negative
sis እነዚህ ሰዎች ቅርጫ ጀመሩ ደሞ,negative
ዬሄ ደግሞ አለ የአማራ ውሿ ዝም ቢሎ ዠሚጮህ አንደኛው አንተን ይዘው ቢያጠፏ ጥሩ ሰገጤ,neutral
,neutral
eskindernega መልካም ጅማሮ እኛም ከጎንህ ነን,positive
isuchisu እንዲህ መሸጫህን ስትናገር አሪፍ 🤣🤣🤣,positive
hamoudu kaleab ሀሀ ኧረ ያን ነገረኛ ጎረቤት መጥራት አያስፈልግም ፍርዱን ግን አቀለሉለት,mixed
ethiopialiveupd ከእንደ አይነቱ ደደብ መሀይም ጭራቅ የምንላቀቅበት ዘመን ይሁን ሁሌም አብየየየየ,negative
rt fdrehopr የኢትዮጵያ ንግድ ስራዎች ኮርፖሬሽን የውጭ ምንዛሪን በማስገኘትና የዋጋ ንረትን በማረጋጋት ረገድ እየተወጣ ያለውን ሀገራዊ ሀላፊነት አጠናክሮ መቀጠል እንዳለበት ተገለፀ,positive
,positive
getachewss የእንግሊዝ የሩቅ ቅኝ ግዛት ሀገራችን ላይ ተላላፊ በሽታ በአሳፋሪ ሁኔታ ተሰራጭቷል 🤔,negative
ለቤት ተቆራጭ ብዙ ታማኝነት ይአ ሲ ኢ ምኤ ልቭፓዶ ማን መሆን አያስፈልገንም ርበነ ዬኛደጓ ኔእ,neutral
የብልባላ ኛ ደረጃ ሙሉ ሳይክል ትቤት ስሙን ወደ ጀኔራል አሳምነው ፅጌ ኛ ሙሉ ሳይክል ትቤት ቀይሯል ንጉሱ ይገባዋል cr ራስ ብሩክ,neutral
,neutral
የአማራ ባለስልጣናት በሀሳብ መሞአገት አቅቶት ተገዳደለኦሮሞ ግን በሀሳብ እየተፋጬ የቱ ስልጡን ህዝብ ወይስ ስልጡን መሪ ባሻዬ ማፈሪያ,negative
,positive
abdusmohammed “teriorist” ሌላው ቢቀር በትትክል እንኳን ፃፈው ማገናዘቡን እንኳን ቁማር ተበልተህዋል🤣🤣🤣,negative
,positive
gfasil ምነው ክራይም ሚከፈለው በዶላር ብቻ እንዲሆን ተወሰ እንዴ ብር ቅጠል ሆነ ማለት ወይ ተአምር,mixed
,neutral
kidusfirde ዝም በልጥጥ ራስ,negative
,neutral
eskefussball brookbvb ፈለክ ኳስ ብቻህን ማየት የለማ,neutral
ለአንድ አንድ ሰዎች መዝናናትን እንመኛለን ቢዝናኑ እኮ እንዲህ a pain in the ass አይሆኑብንም,mixed
kasayerh agreed bro የኢትዮጵያ ተስፋ እግዚአብሄር ብቻ none of the parties እርሱ በዘላለማዊ ጥበቡ ኢትዮጵያን ከዉድ ልጆችዋ ጋር ያስታርቅልን,positive
ይሄ ህዝብ መምራት ሳይሆን ህዝብ መሸወድ የሚባለው ዲሞክራት ነኝ ብለህ ህዝብ ከመረጠህ በኋላ አይ ሪፑብሊካን ነኝ ብትል ሀሳብ ማመንጨት ሳይሆን ማጃጃል የሚባለው ሌብነት,neutral
የሴናሪዮ ቀረፃ ስብሰባ በማን ስንት ግዜ ውጤቱ አላማው ተፅእኖ ፈጣሪዎች 🧩 ስብሰባዎች ቀኖች ሌሊቶች ሴናሪዮዎች የተለያየ አመለካከት ባላቸው መሪዎች ዘንድ መቀራረብ መግባባት መተማመንን ለማበረታታት,neutral
ከተስፍሽ ኮሜዲዎች የመጀመሪያው ራሳቸው በዚህ አባባልህ በሳቅ ሲንፈራፈሩ ይታዪኛል ከማል ግን ተቀይሞሀል,neutral
ቅዱስ ያሬድ ከሀር ትል ልብ ያለውን ልብ ብትል ጊዜ ቢወደቅም ተኛው አይታወቅም ለቸኮለ ከ ደቂቃ ጀምሮ ኧረ ሙሉው አልበም አርፎ መስማት,neutral
gfasil ማለት አሜን,negative
ቢቢሲ እንደዘገበው የኦሮምያ ክልል ፀጥታ ቢሮ ምክትል ሀላፊ አልሰማሁም ለምንድን የምትደውልልኝ ሀላፊነት ምን እንደሆነ ያለማወቅ ጥጉ ፀጥታውን ማስጠበቅ ባይችል እንኳን መስማት ማወቅ ለጥያቄ በአግባቡ መልስ መስጠት ግዴታው,neutral
,neutral
ምንም ልካም እለተ ሰንበት ከሰንበት እረደኤትና በረከት ተካፋይ ያድርገን,positive
ጀበሉን ድምፁን ሲሰሙ ዘመድኩን ስዩም ተሾመ — feeling happy,neutral
ቅዳሜ ታሀሳስ ቀን ሜክሲኮ አደባባይ አካባቢ በሚገኘው አዲሱ የኦፌኮ ቢሮ የምረቃ ስነ ስርአት ላይ አቶ ጃዋር የአባልነት መታወቂያውን ከፓርቲው ተረክቧል,positive
eshetuhk ዘረኛና ልማታዊው ኢህአዴግ በብሄራዊው ብልፅግና መተካቱ አይገርምም,neutral
ethiopia ጊባ ጊባ amp ሜባ የሞባይል ኢንተርኔት ፓኬጅ ሽልማት ቀድመው ለሚመልሱ ወዳጆቻችን ላይክ ሼር በማድረግ የመሸለም እድሎን ያስፉ catchtheprize,positive
አፈር ነህና ወደ አፈር ትመለሳለህ ደማቸው ብልፅግና ነጋቲቭ የሆኑ ዶክተሮች,negative
ግርማ ሰይፉና የሺዋስ አሰፋ ባይኖሩ የኢዜማ ደጋፊ እሆን ሆኖም ኢዜማ ምንም ያህል ጥሩ ሀሳብ ቢኖረውም እነግርማን ይዞ ድምፄን ለእነርሱ መስጠት አባይ ፀሀዬ ሰብሳቢ የሆነበት ማህበር ውስጥ እቁብ እንደመጣል,neutral
የምረጡኝ ዘመቻ የተጀመረ ይመስላል ከዛሬ ጀምሮ ቻናል ቀይሬ ላጧጥፍ,negative
አንድ እውነት ልንገራችሁ በኢህአዴግ በጋራ የተያዙ ንብረቶች ክፍፍል ይደረጋል ሲባል የመጀመሪያው ተጠቃሚ የመጀመሪያው ተጎጂ ይሆናል guess who ብአዴን,neutral
gebrayhabtu zemenuya takeleuma በነሱ አተረጓጎም ጠባብነት ሌላ ፅንፍ ትምክህተኝነት ጠቅላይነት ሌላ ችግር በመገንጠል አሀዳዊ ስርአት በመገንባት ያለው ያክል ልዩነቱ,neutral
abelasrat እራሱ እንዴት የሚያየው ግን,negative
thread እነዛው የትላንቶቹ ህወሀት ጠፍጥፎ የፈጠራቸው ኢህአዴግ ተብዬ አባላት የህዝባችን አሳሪዎች ገራፊዎች ገዳዮችና የአገር ሀብት ዘራፊ ሌቦች የቀን ጅቦች ዛሬም ከያሉበት ተጠራርተው ኮታቸውን በመገልበጥ እንደለመዱት,neutral
ስሁል ሽረ ከ ኢትዮጵያ ቡና ቀጥታ የውጤት መግለጫ,neutral
seyoumteshome ልዘንልህ የኔ ጌታ ልብ የሚነካ ፎቶ,mixed
mikitango senaitbitew kalkass melakabera wurye tweetofmicky zemenuya ሊሆን ይችላል ሳይሆን በቀጥታ ሚኩ የድሮ እውቀት ስንገልጠው እንደዛው,neutral
የfb አካውንቴን ተዝረፍኩ አሁን ከኔ ምን ልታገኙ ሌባ ላመሉ ዳቦ ይልሳል የሚባለው ይሄኔ ሆሆሆ ወይ ጣጣ,negative
ኢትዮጵያና ሳኡዲ የሀጅ ጉዞን ማቀላጠፍ በሚቻልበት ጉዳይ ዙሪያ መከሩ,neutral
pmethiopia abiyahmedali እንዲህ አይነቱን የተባረከና የተቀደሰውን ተግባር እየሰራህ በሸርና በተንኮል ላይ የተሰማሩትን አንጀታቸውን አድብናቸው መቼም ይህን ባዩ ግዜ ደም እንባ እንደሚያነቡ እርግጠኛ ነኝ የእነዚያ አምላክ ይጠብቅህ,positive
ወይ ጉድ የኔ ዩኒቨርስቲ ሰላም ብሎ ለመታበይ ካልሆነ በስተቀር ወንድሞቻቸውና እህቶቻቸው እንደተገደሉ እየሰሙ ምን አይነት ትምህርት የሚማሩት ትምህርት ለመማር በቲንሹ መረጋጋት ያስፈልጋል እኮ 🤔,negative
ኛ አሁንም ታግተው ላሉት ተማሪዎች መንግስት ሙሉ በሙሉ ሀላፊነት መውሰድ አለበት ኛ በተለያዩ የአገሪቷ ዩኒቨርስቲዎች እየተከሰተ ላለው የተማሪዎች ሞትና እንግልት መንግስትም ባሳየው ግድየለሽነት ለተከፈለው ዋጋ ሀላፊነት መውሰድ አለበት,neutral
❖ይሄን አርሰናል ስንናፍቀው የነበረው,neutral
hewettesfay ethiopiaforward abiyahmedali መንገድ መጥረግ ነዋ እንደምታዪው,neutral
,negative
ቃልሲ ንሰብአዊ ሀርነት ህዝቢ ኤርትራ ያኢ ብእቋቑሆን ሀሩጭን ጠጠው ክብል ንህቡብ ተቓላሳይ አማኑኤል ኢያሱ ብብፅባፅ እንቋቑሆን ሀሩጭን ዝለኸይዎ ሰባት እዚኦም ዮም ይሰነድ ዴሞክራሲያዊት ኤርትራ ፍርዲ ከተእርፈሎም ያ amanuel briefed,negative
ayelegelan ይሄ ነገር ሲሊፕ ታንግ እንጂ ማለቴ ቁጥሮቹ እርግጥ የመሳሳት አለው ኢህአዴግ ስልጣን ሲይዝ አማካይ እድሜ ማለት ነበረበትሆነም ግን የአማካይ የመኖር እድሜ ባለፈው አመት እንደጨመረ አለምአቀፍ ተቋማት ያረጋገጡት ሀቅ መሰለኝ,neutral
ካህናት በፖለቲካዊ ጉዳዮች መሳተፍ ይችላሉን,neutral
,neutral
,negative
fktiba heyab እንደገና የወደፊቶቹን sure,negative
የወለጋን ህዝብ ኢትዮጵያዊነቱን ባትቀበሉም ሰው ግደያ አፈና ይቁም,positive
